Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Overtime_Hours,Loyalty_Ratio,Promotion_Stagnation,Manager_Stability,Prior_Tenure_Avg,Compa_Ratio_Level,Hike_Per_Performance,Burnout_Risk_Score,Attrition_Binary
41,No,Non-Travel,Sales,6,3,Life Sciences,3634,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,2.0,3.0,7.79622335600907,-0.20377664399093032,1.0,0.5789473684210527,0.47368421052631576,0.0,27730.0,3.6666666666666665,-0.40755328798186063,0
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,3635,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0,9.076394927536231,1.0763949275362314,1.0,0.6666666666666666,0.6666666666666666,0.0,71040.0,4.666666666666667,1.0763949275362314,1
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,3636,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0,6.025931513409962,-1.9740684865900384,0.3,0.3333333333333333,0.6666666666666666,1.75,63220.0,3.6666666666666665,-1.9740684865900384,1
42,No,Non-Travel,Research & Development,4,3,Life Sciences,3637,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,2,3,3.0,3.0,2.0,9.696563829787234,1.6965638297872339,0.9523809523809523,0.1,0.5,0.0,10415.0,4.0,5.089691489361702,0
55,No,Travel_Rarely,Sales,11,3,Technical Degree,3638,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0,6.592413632119515,-1.4075863678804854,0.8260869565217391,0.47368421052631576,0.5789473684210527,1.0,41905.0,5.0,-2.815172735760971,0
56,No,Travel_Rarely,Sales,3,2,Medical,3639,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0,7.954343765162543,-0.04565623483745718,0.19444444444444445,1.0,1.0,4.833333333333333,8970.0,5.333333333333333,-0.09131246967491435,0
40,No,Non-Travel,Research & Development,1,1,Life Sciences,3640,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,7.242989028944912,-0.7570109710550881,0.6666666666666666,0.0,0.0,0.2222222222222222,42860.0,5.0,-1.5140219421101762,0
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,3641,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,4.0,4.0,2.0,7.40742337164751,-0.5925766283524903,0.9,0.1111111111111111,0.6666666666666666,0.0,13295.0,6.0,-1.7777298850574708,0
40,No,Travel_Rarely,Sales,4,3,Medical,3642,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0,6.011237373737374,-1.9887626262626261,1.0,0.8888888888888888,0.8888888888888888,0.0,47170.0,4.333333333333333,-3.9775252525252522,0
41,No,Travel_Frequently,Sales,1,4,Other,3643,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,3.0,1.0,3.0,7.692890733056708,-0.307109266943292,0.9,0.1111111111111111,0.7777777777777778,0.0,27805.0,3.6666666666666665,-0.614218533886584,0
35,No,Travel_Frequently,Sales,1,2,Technical Degree,3644,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0,9.53671522131888,1.5367152213188806,1.0,0.1111111111111111,0.1111111111111111,0.0,33230.0,4.333333333333333,3.073430442637761,0
51,No,Travel_Rarely,Sales,18,2,Life Sciences,3645,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0,9.52057475158085,1.5205747515808508,1.0,0.0,0.30303030303030304,0.0,19312.5,4.333333333333333,3.0411495031617015,0
38,No,Travel_Rarely,Sales,2,4,Life Sciences,3646,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.0,1.0,3.0,6.602037795992715,-1.3979622040072854,0.6363636363636364,0.14285714285714285,1.0,1.3333333333333333,107250.0,6.0,-2.795924408014571,0
34,No,Travel_Rarely,Sales,4,3,Life Sciences,3647,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.0,1.0,4.0,7.220665204678363,-0.7793347953216374,1.0,0.9,0.6,0.0,44235.0,5.333333333333333,-0.7793347953216374,0
25,No,Travel_Rarely,Research & Development,6,2,Medical,3648,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,3,3,4.0,4.0,2.0,6.359668495656151,-1.6403315043438491,0.42857142857142855,0.3333333333333333,0.6666666666666666,1.3333333333333333,5112.5,6.333333333333333,-4.920994513031547,0
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,3649,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.0,1.0,2.0,8.51428014184397,0.5142801418439706,0.3225806451612903,0.5,0.9,3.0,5045.0,4.333333333333333,1.542840425531912,1
40,No,Travel_Rarely,Research & Development,14,4,Medical,3650,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.0,2.0,3.0,6.070584370677731,-1.9294156293222686,0.5714285714285714,0.0,0.75,1.0,33480.0,5.5,-3.8588312586445372,0
36,No,Travel_Frequently,Sales,16,2,Life Sciences,3651,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,3,3,1.0,1.0,2.0,6.125462555066079,-1.874537444933921,0.8823529411764706,0.4,0.8666666666666667,1.0,12810.0,3.6666666666666665,-5.623612334801763,0
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,3652,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,2,4,4.0,4.0,3.0,7.6162530062530065,-0.3837469937469935,0.9090909090909091,0.0,0.8,1.0,14095.0,5.0,-0.767493987493987,0
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3653,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,4.0,3.0,7.0897234093067425,-0.9102765906932575,0.2,0.0,0.0,0.5,24255.0,6.0,-1.820553181386515,0
51,No,Travel_Rarely,Research & Development,4,1,Medical,3654,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,3,3,4.0,2.0,2.0,7.492518596001859,-0.507481403998141,0.1724137931034483,0.0,0.6,8.0,13426.666666666666,4.666666666666667,-1.522444211994423,0
18,No,Non-Travel,Research & Development,1,4,Medical,3655,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,3,4,4.0,4.0,3.0,7.886312299954275,-0.11368770004572504,0.0,0.0,0.0,0.0,13600.0,5.5,-0.22737540009145008,0
35,No,Travel_Rarely,Research & Development,1,4,Other,3656,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,2,3,4.0,4.0,3.0,7.2445999085505255,-0.7554000914494745,0.9,0.0,0.0,0.0,40600.0,4.333333333333333,-1.510800182898949,0
27,No,Travel_Frequently,Research & Development,26,4,Medical,3657,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4,3,4.0,4.0,3.0,7.425011622501161,-0.5749883774988387,0.75,0.0,0.0,0.6666666666666666,46470.0,5.666666666666667,-1.1499767549976774,0
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,3658,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,4,3,1.0,3.0,2.0,8.667409344490935,0.6674093444909346,0.7916666666666666,0.15789473684210525,0.42105263157894735,0.8333333333333334,46800.0,4.666666666666667,2.0022280334728038,1
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,3659,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,3,3,4.0,2.0,3.0,10.390627394636015,2.390627394636015,0.5757575757575758,0.7894736842105263,0.47368421052631576,3.5,16105.0,5.0,4.78125478927203,0
34,No,Non-Travel,Sales,1,2,Life Sciences,3660,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,3,3,1.0,3.0,3.0,6.378502155172414,-1.6214978448275863,1.0,0.0,0.0,0.0,43105.0,5.666666666666667,-3.2429956896551726,0
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3661,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.0,3.0,3.0,6.527122079160705,-1.472877920839295,0.8,0.9166666666666666,0.6666666666666666,0.6,22885.0,3.6666666666666665,-2.94575584167859,0
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3662,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,4,3,2.0,3.0,3.0,7.176608309990662,-0.8233916900093377,0.8,0.875,0.875,0.5,45530.0,6.0,-1.6467833800186753,0
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,3663,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,1,3,3.0,4.0,4.0,7.710824188385917,-0.2891758116140828,0.3333333333333333,0.0,0.0,0.2857142857142857,26980.0,5.666666666666667,-0.2891758116140828,1
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,3664,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,3,3,4.0,3.0,2.0,9.076310835629018,1.0763108356290179,0.8,0.75,0.5,0.0,67960.0,4.333333333333333,3.2289325068870536,1
38,No,Travel_Frequently,Research & Development,7,3,Medical,3665,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,2,3,4.0,3.0,3.0,6.4456438865643895,-1.5543561134356105,1.0,0.0,0.75,0.0,38125.0,5.0,-3.108712226871221,0
34,No,Travel_Rarely,Research & Development,10,4,Other,3666,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3,4,3.0,4.0,4.0,7.897642390289448,-0.10235760971055186,1.0,0.2857142857142857,0.7857142857142857,0.0,37060.0,6.0,-0.10235760971055186,0
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3667,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3,3,3.0,1.0,3.0,6.683855703048181,-1.3161442969518191,1.0,0.0,0.8,0.0,55795.0,4.0,-2.6322885939036382,0
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,3668,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,2,3,4.0,3.0,2.0,10.903695116487453,2.9036951164874534,1.0,0.6,0.7,0.0,24800.0,5.0,8.71108534946236,1
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,3669,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,3,3,1.0,4.0,4.0,10.2876275631855,2.2876275631855005,0.625,0.2,0.8,1.0,52375.0,3.6666666666666665,2.2876275631855005,0
51,No,Travel_Frequently,Research & Development,20,3,Medical,3670,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.0,2.0,3.0,7.073883994126284,-0.9261160058737161,0.2857142857142857,0.75,0.5,5.0,74070.0,3.6666666666666665,-1.8522320117474322,0
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3671,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,3,3,4.0,4.0,2.0,10.689122983870968,2.689122983870968,0.5,0.5,0.5,2.0,47852.5,4.0,8.067368951612904,0
37,No,Travel_Rarely,Research & Development,2,2,Medical,3672,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.0,3.0,3.0,10.399134393729828,2.3991343937298275,0.75,0.16666666666666666,0.5,0.2857142857142857,54050.0,5.0,4.798268787459655,0
33,No,Travel_Frequently,Research & Development,2,3,Medical,3673,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,3,3,2.0,4.0,4.0,7.783477680737506,-0.2165223192624941,0.625,0.2,0.4,0.5,87930.0,5.666666666666667,-0.2165223192624941,0
32,No,Travel_Rarely,Research & Development,1,4,Medical,3674,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3,3,3.0,2.0,2.0,10.383338956365272,2.3833389563652716,0.75,0.3333333333333333,0.6666666666666666,0.0,38378.0,4.0,7.150016869095815,0
39,No,Non-Travel,Research & Development,29,2,Life Sciences,3675,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0,6.585826055312955,-1.414173944687045,0.46153846153846156,0.0,0.8333333333333334,2.3333333333333335,19375.0,5.0,-2.82834788937409,0
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3676,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,2,3,1.0,3.0,2.0,7.194062499999999,-0.8059375000000006,0.5,0.3333333333333333,0.6666666666666666,1.5,22160.0,4.333333333333333,-2.417812500000002,0
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,3677,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,3,3,4.0,3.0,2.0,9.143808668582375,1.1438086685823752,0.20833333333333334,0.0,0.4,9.5,58565.0,4.666666666666667,3.4314260057471255,0
43,No,Travel_Rarely,Research & Development,2,2,Medical,3678,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,3,3,1.0,3.0,1.0,9.664248501613647,1.6642485016136472,1.0,0.05,0.4,0.0,78610.0,4.666666666666667,6.656994006454589,0
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3679,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,3,3,4.0,4.0,3.0,10.299616620752984,2.2996166207529836,1.0,0.6666666666666666,0.6666666666666666,0.0,37080.0,5.333333333333333,4.599233241505967,0
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,3680,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4,3,4.0,3.0,3.0,10.01185030218503,2.01185030218503,1.0,0.875,0.875,0.0,137700.0,6.0,4.02370060437006,1
26,No,Travel_Rarely,Research & Development,2,2,Other,3681,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,3,4,1.0,4.0,3.0,6.279298611111112,-1.7207013888888882,0.8,0.25,0.25,0.0,17680.0,5.0,-3.4414027777777765,0
42,No,Travel_Rarely,Sales,23,3,Marketing,3682,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,3,3,3.0,1.0,3.0,6.14515716374269,-1.8548428362573102,0.9523809523809523,0.0,0.45,0.0,8806.666666666666,4.333333333333333,-3.7096856725146203,0
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,3683,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,1.0,1.0,6.4800471014492755,-1.5199528985507245,0.4166666666666667,0.0,0.8,0.7777777777777778,27590.0,6.0,-6.079811594202898,0
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,3684,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,3,3,1.0,3.0,3.0,7.524732905982906,-0.4752670940170942,0.375,0.0,0.6666666666666666,1.25,34020.0,4.333333333333333,-0.9505341880341884,0
35,No,Travel_Frequently,Research & Development,6,4,Medical,3685,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,4.0,3.0,7.715177304964539,-0.2848226950354613,0.2,1.0,1.0,4.0,30710.0,5.0,-0.5696453900709226,0
25,No,Travel_Rarely,Research & Development,1,4,Medical,3686,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1,3,1.0,4.0,2.0,8.00537623066104,0.0053762306610405375,0.42857142857142855,0.0,0.6666666666666666,1.0,12500.0,4.666666666666667,0.016128691983121612,0
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3687,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,2,4,3.0,1.0,3.0,6.806834733893558,-1.1931652661064422,0.875,0.0,1.0,0.0,63890.0,5.5,-2.3863305322128845,0
29,No,Travel_Rarely,Sales,9,3,Life Sciences,3688,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2,3,2.0,1.0,2.0,6.2170480225988705,-1.7829519774011295,1.0,0.0,0.9,0.0,111030.0,4.0,-5.348855932203389,0
49,Yes,Travel_Frequently,Sales,6,5,Medical,3689,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,3,3,1.0,1.0,3.0,7.146965247185513,-0.8530347528144873,0.2,0.25,0.75,5.333333333333333,11710.0,6.0,-1.7060695056289745,1
29,Yes,Travel_Frequently,Sales,3,2,Marketing,3690,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3,3,3.0,4.0,3.0,8.60672268907563,0.6067226890756299,0.8888888888888888,0.875,0.875,0.0,34055.0,5.0,1.2134453781512597,1
54,No,Travel_Rarely,Sales,1,3,Medical,3691,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,2,3,4.0,4.0,2.0,6.210766806722689,-1.789233193277311,0.6896551724137931,0.6,0.35,1.5,11485.0,6.0,-5.367699579831933,0
58,No,Travel_Rarely,Sales,22,3,Life Sciences,3692,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,3,3,4.0,1.0,3.0,10.5731884057971,2.573188405797101,0.28125,0.1111111111111111,0.5555555555555556,7.666666666666667,12250.0,4.0,5.146376811594202,0
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3693,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,3,3,2.0,4.0,4.0,7.500814500941621,-0.4991854990583793,0.22580645161290322,0.0,0.0,12.0,16976.666666666668,5.333333333333333,-0.4991854990583793,0
36,No,Travel_Rarely,Research & Development,1,3,Medical,3694,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,3,3,1.0,2.0,3.0,9.38468102636535,1.3846810263653495,0.3333333333333333,0.0,0.2,3.3333333333333335,26545.0,4.333333333333333,2.769362052730699,0
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,3695,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,3,3,2.0,3.0,3.0,7.268322649572649,-0.7316773504273506,1.0,0.0,0.0,0.0,15285.0,6.333333333333333,-1.4633547008547012,1
30,No,Travel_Rarely,Sales,3,3,Life Sciences,3696,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,3,3,4.0,1.0,3.0,7.474860539551897,-0.525139460448103,0.375,0.0,0.6666666666666666,0.7142857142857143,17070.0,4.333333333333333,-1.050278920896206,0
31,No,Travel_Rarely,Research & Development,1,3,Medical,3697,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,3,3,1.0,2.0,4.0,7.293228260869566,-0.706771739130434,0.3333333333333333,0.3333333333333333,0.0,2.0,168560.0,4.0,-0.706771739130434,0
34,No,Travel_Frequently,Sales,2,1,Marketing,3698,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4,3,4.0,1.0,3.0,7.606465477823503,-0.3935345221764974,0.4,0.25,0.75,1.2,5372.0,3.6666666666666665,-0.7870690443529949,0
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,3699,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1,3,1.0,2.0,4.0,8.01226122931442,0.012261229314420419,1.0,0.0,0.0,0.0,61800.0,4.666666666666667,0.012261229314420419,1
27,No,Travel_Rarely,Human Resources,11,4,Medical,3700,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,3,3,2.0,1.0,4.0,7.164859963269055,-0.8351400367309454,0.8333333333333334,0.2,0.8,0.0,16580.0,5.333333333333333,-0.8351400367309454,0
36,No,Travel_Rarely,Sales,1,3,Marketing,3701,Male,2,Research Scientist,Single,35050,1.0,12,2,10.0,2,10,1,8,2,3,1.0,4.0,2.0,6.290197885939037,-1.7098021140609632,1.0,0.1,0.8,0.0,17525.0,4.0,-5.1294063421828895,0
36,No,Travel_Rarely,Research & Development,24,3,Other,3702,Female,3,Research Director,Married,63970,4.0,14,1,11.0,3,3,0,2,3,3,3.0,1.0,2.0,7.269016393442622,-0.7309836065573778,0.2727272727272727,0.0,0.6666666666666666,2.0,21323.333333333332,4.666666666666667,-2.1929508196721335,0
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3703,Female,2,Sales Executive,Married,62740,7.0,14,2,17.0,0,6,1,2,3,3,1.0,4.0,2.0,7.817304189435337,-0.18269581056466322,0.35294117647058826,0.16666666666666666,0.3333333333333333,1.5714285714285714,31370.0,4.666666666666667,-0.5480874316939897,0
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,3704,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2,2,3,1.0,1.0,3.0,7.215596926713947,-0.784403073286053,0.5,0.6666666666666666,0.6666666666666666,1.0,99295.0,6.333333333333333,-1.568806146572106,1
37,No,Non-Travel,Sales,8,4,Medical,3705,Male,1,Healthcare Representative,Single,75870,0.0,22,1,7.0,5,6,1,3,3,4,3.0,3.0,1.0,7.582773029439696,-0.41722697056030356,0.8571428571428571,0.16666666666666666,0.5,0.0,75870.0,5.5,-1.6689078822412142,0
56,No,Travel_Rarely,Research & Development,10,4,Other,3706,Male,2,Sales Representative,Married,42580,2.0,16,0,5.0,2,3,1,0,3,3,1.0,1.0,4.0,6.627811158798283,-1.3721888412017167,0.6,0.3333333333333333,0.0,1.0,21290.0,5.333333333333333,-1.3721888412017167,0
47,No,Travel_Rarely,Research & Development,3,2,Medical,3707,Male,2,Laboratory Technician,Married,43640,3.0,11,1,26.0,3,20,5,6,3,3,1.0,3.0,4.0,6.33001283846872,-1.6699871615312798,0.7692307692307693,0.25,0.3,2.0,21820.0,3.6666666666666665,-1.6699871615312798,0
24,No,Travel_Rarely,Research & Development,5,1,Other,3708,Male,1,Manufacturing Director,Married,43350,1.0,15,1,5.0,5,5,0,3,3,3,4.0,3.0,3.0,9.708145048814506,1.7081450488145062,1.0,0.0,0.6,0.0,43350.0,5.0,3.4162900976290125,0
32,No,Travel_Rarely,Sales,4,3,Marketing,3709,Male,1,Research Scientist,Married,53260,4.0,14,1,7.0,2,4,0,3,3,3,4.0,4.0,2.0,7.5200012236906515,-0.4799987763093485,0.5714285714285714,0.0,0.75,0.75,53260.0,4.666666666666667,-1.4399963289280455,0
34,No,Travel_Rarely,Research & Development,9,2,Medical,3710,Male,1,Sales Executive,Married,32800,5.0,13,0,7.0,3,5,0,2,3,3,4.0,2.0,2.0,6.111951690821256,-1.8880483091787443,0.7142857142857143,0.0,0.4,0.4,32800.0,4.333333333333333,-5.664144927536233,0
41,No,Travel_Rarely,Research & Development,26,3,Medical,3711,Female,3,Sales Executive,Married,54850,2.0,17,2,7.0,2,4,0,3,3,3,2.0,3.0,2.0,10.50881560283688,2.5088156028368793,0.5714285714285714,0.0,0.75,1.5,18283.333333333332,5.666666666666667,7.526446808510638,0
40,No,Non-Travel,Sales,3,2,Life Sciences,3712,Male,1,Sales Executive,Divorced,43420,3.0,11,1,11.0,6,8,0,7,2,3,3.0,3.0,4.0,6.403198478561549,-1.5968015214384508,0.7272727272727273,0.0,0.875,1.0,43420.0,3.6666666666666665,-1.5968015214384508,0
31,No,Travel_Rarely,Research & Development,16,3,Medical,3713,Male,2,Human Resources,Divorced,27820,1.0,19,1,13.0,5,13,9,9,3,3,1.0,4.0,3.0,6.688143776824034,-1.3118562231759663,1.0,0.6923076923076923,0.6923076923076923,0.0,13910.0,6.333333333333333,-2.6237124463519326,0
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,3714,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,3,3,3,1.0,4.0,4.0,6.692377450980392,-1.3076225490196078,0.25,0.5714285714285714,0.42857142857142855,5.25,59800.0,3.6666666666666665,-1.3076225490196078,1
39,Yes,Non-Travel,Research & Development,2,4,Medical,3715,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,0,2,3,1.0,1.0,4.0,9.369612268518518,1.3696122685185177,0.09090909090909091,0.0,0.0,5.0,21905.0,5.0,1.3696122685185177,1
31,Yes,Travel_Frequently,Sales,2,3,Medical,3716,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,7,3,3,3.0,2.0,3.0,6.805786026200874,-1.1942139737991262,1.0,0.4,0.7,0.0,12860.0,4.333333333333333,-2.3884279475982524,1
45,No,Travel_Rarely,Sales,10,2,Marketing,3717,Male,1,Sales Executive,Divorced,38330,2.0,14,0,24.0,1,7,0,7,3,3,2.0,1.0,3.0,10.470683668582375,2.4706836685823745,0.2916666666666667,0.0,1.0,8.5,38330.0,4.666666666666667,4.941367337164749,0
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,3718,Male,3,Human Resources,Single,42440,9.0,13,0,8.0,3,3,0,2,3,3,4.0,2.0,3.0,6.6833535137701805,-1.3166464862298195,0.375,0.0,0.6666666666666666,0.5555555555555556,14146.666666666666,4.333333333333333,-2.633292972459639,0
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,3719,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,3,4,2.0,4.0,1.0,10.278979963570128,2.278979963570128,0.2857142857142857,1.0,1.0,0.8333333333333334,65000.0,5.75,9.115919854280513,1
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3720,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,3,3,2.0,4.0,4.0,10.609763770180438,2.6097637701804377,0.3,0.3333333333333333,0.6666666666666666,1.75,184300.0,4.0,2.6097637701804377,0
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,3721,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3,3,3.0,1.0,3.0,7.076479963570128,-0.9235200364298723,0.13333333333333333,1.0,1.0,3.25,8005.0,4.0,-1.8470400728597447,0
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,3722,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,3,3,1.0,3.0,3.0,7.413740892531876,-0.5862591074681243,1.0,1.0,1.0,0.0,13470.0,5.333333333333333,-1.1725182149362485,1
40,No,Non-Travel,Research & Development,25,4,Other,3723,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,2,3,4.0,2.0,3.0,8.012629009762902,0.012629009762902044,0.5625,0.4444444444444444,0.8888888888888888,3.5,31490.0,5.0,0.025258019525804087,0
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3724,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,3,3,4.0,1.0,3.0,6.501115963124696,-1.498884036875304,0.8333333333333334,0.2,0.6,0.0,176390.0,4.333333333333333,-2.997768073750608,0
44,No,Non-Travel,Research & Development,5,3,Life Sciences,3725,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,2,3,3.0,3.0,3.0,6.599003195673549,-1.400996804326451,0.7142857142857143,0.0,0.6,0.6666666666666666,23190.0,6.0,-2.801993608652902,0
