Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,StdWorkingHours,PercentOvertime,TotalDaysWorked
33,0,Travel_Frequently,Human Resources,10,3,Medical,3730,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,4.0,1.0,3.0,7.328463693957116,0.3016373283138107,1.3157894736842104,228
34,0,Travel_Rarely,Research & Development,10,4,Life Sciences,3731,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,4.0,1.0,3.0,6.87866402116402,0.2767953777729824,0.0,231
30,0,Travel_Rarely,Sales,1,2,Technical Degree,3732,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,4.0,3.0,2.0,6.120525097465888,0.30065936889341327,0.0,228
42,0,Travel_Frequently,Research & Development,8,4,Medical,3733,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,1.0,4.0,3.0,7.282114132961413,0.3118482815302724,1.6736401673640167,239
44,0,Travel_Frequently,Research & Development,5,3,Life Sciences,3734,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,1.0,3.0,2.0,7.5813290229885055,0.26902547537184174,6.896551724137931,232
30,0,Non-Travel,Research & Development,8,3,Life Sciences,3735,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,6.110862068965516,0.30197051638741446,0.0,232
57,0,Travel_Rarely,Sales,2,1,Life Sciences,3736,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.0,3.0,2.0,7.5545,0.2956005824532621,7.083333333333333,240
49,0,Travel_Rarely,Research & Development,7,3,Technical Degree,3737,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,2.0,3.0,6.896046374764596,0.31695974858191645,0.0,236
34,0,Travel_Frequently,Research & Development,2,4,Medical,3738,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,2.0,1.0,2.0,6.355290068829891,0.29473839103281607,0.0,226
28,1,Travel_Frequently,Research & Development,2,3,Medical,3739,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,1.0,3.0,4.0,6.476399618502623,0.2728103705544504,0.0,233
29,1,Travel_Frequently,Research & Development,28,3,Medical,3740,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,0,3,3,1.0,2.0,1.0,7.797684042066759,0.2854198638087187,23.456790123456788,243
34,1,Travel_Rarely,Research & Development,7,1,Medical,3741,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,1.0,2.0,4.0,8.51721415398801,0.29346023038434943,95.850622406639,241
35,0,Travel_Rarely,Sales,7,4,Other,3742,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,4.0,3.0,3.0,6.57575642791552,0.3149066660316131,0.0,242
24,1,Travel_Frequently,Sales,3,3,Life Sciences,3743,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.0,1.0,2.0,8.48602859135286,0.3238395133723414,92.88702928870293,239
24,0,Non-Travel,Research & Development,10,3,Life Sciences,3744,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,4.0,2.0,3.0,7.415129706152434,0.30061107131292397,3.3057851239669422,242
44,0,Travel_Frequently,Research & Development,5,2,Medical,3745,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,2.0,3.0,2.0,10.306210488505748,0.29378712827167586,100.0,232
29,0,Travel_Rarely,Sales,10,2,Life Sciences,3746,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,6.997050094966762,0.317504907798183,0.0,234
30,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3747,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,4.0,6.137296867351934,0.3116372501370879,0.0,227
55,0,Travel_Rarely,Sales,20,3,Marketing,3748,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,4.0,3.0,3.0,10.667377589453862,0.31132964572650007,100.0,236
33,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3749,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,1.0,2.0,3.0,7.871218407248449,0.29406756863729033,35.622317596566525,233
47,0,Travel_Rarely,Research & Development,8,4,Medical,3750,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,3.0,3.0,2.0,10.865613668061366,0.2845532424481745,100.0,239
28,1,Travel_Frequently,Sales,1,3,Marketing,3751,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,1.0,2.0,7.60069262493935,0.2969355233684011,10.043668122270741,229
28,0,Travel_Rarely,Sales,8,4,Marketing,3752,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,1.0,3.0,1.0,6.122678311499272,0.28358752703822393,0.0,229
28,0,Travel_Frequently,Research & Development,9,3,Life Sciences,3753,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,1.0,3.0,7.012275948788295,0.29583090159888586,0.0,243
49,0,Travel_Rarely,Research & Development,5,4,Life Sciences,3754,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,1.0,3.0,6.390999755261871,0.29610228141995726,0.0,227
29,0,Travel_Frequently,Research & Development,8,1,Medical,3755,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,4.0,2.0,3.0,7.1276185344827585,0.30329180524031313,0.0,232
28,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3756,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,3.0,2.0,2.0,5.9807241630276575,0.3169760392314812,0.0,229
33,0,Travel_Rarely,Research & Development,15,4,Life Sciences,3757,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,4.0,3.0,3.0,8.461341236634123,0.303800004108878,94.97907949790795,239
32,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3758,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,4.0,4.0,7.38614537444934,0.2986675899338354,0.881057268722467,227
54,0,Travel_Frequently,Sales,10,3,Life Sciences,3759,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.0,4.0,3.0,6.993237311385459,0.313283558613068,0.0,243
29,1,Travel_Rarely,Research & Development,5,3,Life Sciences,3760,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,1.0,1.0,1.0,6.535202127659574,0.2894119529154781,0.0,235
44,0,Travel_Rarely,Sales,26,1,Marketing,3761,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,4.0,1.0,4.0,7.908601851851852,0.2947306477949944,38.75,240
39,0,Travel_Rarely,Sales,6,1,Technical Degree,3762,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,2.0,2.0,3.0,7.073531571218797,0.322115107428073,0.0,227
46,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3763,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,3.0,2.0,4.0,7.023066331417624,0.304827639271944,0.0,232
35,0,Travel_Rarely,Research & Development,23,4,Life Sciences,3764,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,4.0,2.0,1.0,6.167354609929078,0.2996871095217482,0.0,235
23,0,Travel_Rarely,Research & Development,2,4,Medical,3765,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,1.0,3.0,3.0,7.6981632403328435,0.2854293851056193,12.334801762114537,227
40,1,Travel_Rarely,Research & Development,2,3,Medical,3766,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,4.0,1.0,1.0,7.602527071563088,0.29502824543905265,11.016949152542372,236
34,0,Travel_Rarely,Human Resources,2,3,Human Resources,3767,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,4.0,3.0,3.0,10.299240063233965,0.2868637902502789,100.0,246
31,1,Travel_Frequently,Research & Development,29,3,Life Sciences,3768,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,4.0,3.0,1.0,6.394126984126983,0.30602950740335216,0.0,238
50,0,Travel_Frequently,Research & Development,6,3,Medical,3769,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,3.0,4.0,3.0,9.987019489247311,0.3055785675287016,100.0,248
34,0,Travel_Rarely,Sales,25,5,Marketing,3770,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,2.0,3.0,3.0,10.508235827664398,0.3003309041611972,100.0,245
42,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3771,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,2.0,3.0,6.594873213462425,0.31253275623239446,0.0,241
37,0,Travel_Rarely,Research & Development,2,2,Medical,3772,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,1.0,4.0,3.0,7.99000586029067,0.29691803736762556,45.9915611814346,237
29,0,Travel_Rarely,Research & Development,1,3,Medical,3773,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.0,1.0,3.0,6.185179172679173,0.2964188574294732,0.0,231
33,0,Travel_Rarely,Research & Development,1,1,Life Sciences,3774,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,4.0,2.0,3.0,7.201067821067821,0.28665951588404365,0.4329004329004329,231
45,0,Travel_Rarely,Sales,3,3,Life Sciences,3775,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,4.0,4.0,3.0,6.0268918609968,0.2879847684770354,0.0,243
42,0,Travel_Frequently,Human Resources,1,4,Technical Degree,3776,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,4.0,4.0,1.0,8.09764403292181,0.30925775643135234,60.49382716049383,243
40,0,Travel_Rarely,Sales,10,1,Life Sciences,3777,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,1.0,1.0,4.0,6.277050905531081,0.29807670689463234,0.0,227
33,0,Travel_Rarely,Research & Development,9,3,Medical,3778,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,2.0,3.0,3.0,10.619531321444901,0.30347580875756514,100.0,243
40,0,Travel_Rarely,Sales,5,5,Life Sciences,3779,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,3.0,3.0,3.0,8.402318738229756,0.29945202049295916,90.67796610169492,236
24,0,Travel_Rarely,Sales,10,2,Marketing,3780,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,3.0,1.0,3.0,6.094551371455137,0.29859536117188396,0.0,239
40,0,Non-Travel,Research & Development,7,3,Medical,3781,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,4.0,4.0,3.0,8.410671296296297,0.3034749624156818,89.91228070175438,228
45,0,Travel_Rarely,Research & Development,4,3,Medical,3782,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,1.0,2.0,3.0,6.609450354609929,0.31220016711053483,0.0,235
35,0,Travel_Rarely,Research & Development,10,1,Life Sciences,3783,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,2.0,3.0,3.0,7.8099147072383595,0.27131881649413686,23.651452282157674,241
32,0,Travel_Rarely,Research & Development,22,4,Medical,3784,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,4.0,2.0,3.0,7.300513085399449,0.28710902054672155,0.0,242
36,0,Travel_Rarely,Sales,9,3,Marketing,3785,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,3.0,4.0,2.0,9.103744354110209,0.26727238458916514,100.0,246
48,0,Travel_Rarely,Research & Development,12,4,Medical,3786,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,3.0,3.0,3.0,7.913028233151184,0.27942273168170223,36.0655737704918,244
29,0,Travel_Rarely,Research & Development,23,4,Life Sciences,3787,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,3.0,3.0,2.0,7.811518759018759,0.32314723171680265,25.97402597402597,231
33,0,Travel_Rarely,Research & Development,9,1,Medical,3788,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,1.0,1.0,1.0,7.118943474041727,0.2705363088143548,0.0,229
30,1,Travel_Rarely,Research & Development,1,3,Other,3789,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,2.0,1.0,3.0,7.41584186159844,0.2984977655509691,3.070175438596491,228
38,0,Travel_Frequently,Sales,9,3,Marketing,3790,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,3.0,3.0,3.0,6.910209219858156,0.2950409908196238,0.0,235
35,0,Travel_Rarely,Sales,7,2,Life Sciences,3791,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,4.0,1.0,3.0,6.799035947712418,0.30736691022490575,0.0,238
30,0,Travel_Rarely,Research & Development,14,3,Technical Degree,3792,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,3.0,2.0,3.0,6.506272638277044,0.294001778255246,0.0,227
35,1,Travel_Rarely,Research & Development,2,3,Medical,3793,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,1.0,1.0,3.0,9.706298185941044,0.3200622094619397,100.0,245
53,1,Travel_Rarely,Research & Development,19,3,Life Sciences,3794,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,3.0,4.0,3.0,6.484923928077456,0.29302196690196397,0.0,241
38,1,Travel_Rarely,Research & Development,2,3,Medical,3795,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,3.0,2.0,3.0,7.579077868852458,0.3097117204113556,10.245901639344263,244
32,0,Non-Travel,Research & Development,10,4,Life Sciences,3796,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,4.0,1.0,2.0,7.384378809188935,0.2965491932887234,2.109704641350211,237
48,0,Travel_Rarely,Research & Development,2,5,Life Sciences,3797,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,3.0,1.0,2.0,7.085148851383029,0.308823969305603,0.42194092827004215,237
34,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3798,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,1.0,4.0,1.0,7.385408212560386,0.30371201946895837,2.608695652173913,230
55,0,Travel_Rarely,Research & Development,11,1,Medical,3799,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,3.0,4.0,3.0,6.403510516689529,0.2956243689314606,0.0,243
34,0,Travel_Rarely,Research & Development,2,2,Life Sciences,3800,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,2.0,4.0,2.0,6.1076279391424615,0.288345199964565,0.0,241
26,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3801,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,1.0,4.0,3.0,7.28372418879056,0.30130878167525965,0.8849557522123894,226
38,0,Travel_Rarely,Sales,14,2,Marketing,3802,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,3.0,2.0,3.0,7.04831161408322,0.3133065993927293,0.0,243
38,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3803,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,2.0,2.0,4.0,7.214350321395776,0.31340790174041233,0.4132231404958678,242
36,0,Travel_Rarely,Human Resources,1,3,Human Resources,3804,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,2.0,3.0,3.0,7.401679505135387,0.2739622383162756,2.100840336134454,238
29,0,Travel_Rarely,Research & Development,10,3,Life Sciences,3805,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,2.0,1.0,3.0,8.098837719298245,0.3200078355983038,61.8421052631579,228
35,0,Travel_Rarely,Sales,12,2,Life Sciences,3806,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,1.0,3.0,3.0,9.314351449275362,0.3161416144775975,100.0,230
39,0,Travel_Rarely,Sales,2,2,Medical,3807,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,4.0,3.0,3.0,7.808459699453553,0.30463548371322335,27.86885245901639,244
29,0,Travel_Frequently,Research & Development,5,1,Medical,3808,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,1.0,4.0,4.0,6.78751891252955,0.30563684976522343,0.0,235
50,0,Travel_Rarely,Research & Development,4,2,Medical,3809,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,3.0,3.0,3.0,9.415903642231443,0.302189110328718,100.0,241
23,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3810,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,4.0,3.0,3.0,6.687368541380887,0.2937672829158353,0.0,243
36,0,Travel_Frequently,Sales,21,3,Life Sciences,3811,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,1.0,1.0,3.0,9.190074696545285,0.3082037073637354,100.0,238
42,0,Travel_Rarely,Research & Development,8,2,Life Sciences,3812,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,4.0,4.0,3.0,6.006545521292218,0.26840976753205575,0.0,227
35,0,Travel_Rarely,Sales,4,3,Medical,3813,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,2.0,3.0,2.0,6.404425120772946,0.29000324192974575,0.0,230
34,0,Travel_Frequently,Research & Development,25,1,Life Sciences,3814,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,4.0,3.0,2.0,5.998565386374029,0.30115610033026063,0.0,243
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3815,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,4.0,1.0,3.0,6.462534425451093,0.30432283031777585,0.0,234
43,0,Travel_Rarely,Research & Development,1,1,Other,3816,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,4.0,2.0,3.0,7.0049320718098,0.3195763510047981,0.0,229
35,0,Travel_Rarely,Sales,6,3,Marketing,3817,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,3.0,4.0,2.0,7.27691190144119,0.30163902435252127,0.41841004184100417,239
46,0,Travel_Rarely,Research & Development,12,4,Technical Degree,3818,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,4.0,1.0,1.0,6.595099290780142,0.3012975681579677,0.0,235
28,1,Travel_Rarely,Human Resources,1,3,Medical,3819,Female,2,Laboratory Technician,Married,24130,1.0,16,1,10.0,2,1,0,0,3,3,3.0,2.0,3.0,8.415110640301318,0.3065138235919018,90.67796610169492,236
22,0,Non-Travel,Sales,17,2,Marketing,3820,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,2.0,3.0,2.0,8.86907327586207,0.30058201366705467,99.56896551724138,232
50,0,Travel_Frequently,Research & Development,3,3,Other,3821,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,2.0,3.0,3.0,9.398416099773243,0.30429594383001474,100.0,245
32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,3822,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,2.0,4.0,3.0,6.317826725403818,0.3295361738832296,0.0,227
44,0,Travel_Rarely,Research & Development,10,3,Technical Degree,3823,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,2.0,4.0,2.0,8.811887755102042,0.3048771492772094,100.0,245
30,0,Travel_Rarely,Research & Development,4,3,Medical,3824,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,2.0,2.0,2.0,6.624580327080327,0.2990467010588191,0.0,231
45,0,Travel_Rarely,Sales,29,2,Technical Degree,3825,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,3.0,1.0,3.0,8.913924619640387,0.31433639208718717,100.0,241
45,0,Non-Travel,Sales,2,4,Life Sciences,3826,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,1.0,1.0,3.0,7.914459000485202,0.2904056769851104,37.55458515283843,229
31,0,Travel_Frequently,Research & Development,7,3,Medical,3827,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,4.0,1.0,3.0,7.231297498797498,0.3018691907917348,1.2987012987012987,231
36,0,Travel_Rarely,Research & Development,18,1,Medical,3828,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,3.0,3.0,3.0,10.939724596391263,0.3116279834993673,100.0,234
34,0,Travel_Frequently,Sales,28,4,Marketing,3829,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,3.0,4.0,3.0,6.109448051948051,0.3285207352215356,0.0,231
49,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3830,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,3.0,1.0,2.0,7.313988095238095,0.29878095654105735,1.2605042016806722,238
39,0,Travel_Rarely,Research & Development,6,2,Life Sciences,3831,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,2.0,1.0,3.0,6.585563936781609,0.2933167341293802,0.0,232
27,0,Travel_Rarely,Research & Development,2,1,Life Sciences,3832,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,4.0,1.0,3.0,6.093734827264239,0.2766741280119297,0.0,238
35,0,Travel_Rarely,Research & Development,2,3,Medical,3833,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,2.0,1.0,3.0,7.603855932203389,0.29757680806459386,8.898305084745763,236
28,0,Travel_Rarely,Research & Development,23,3,Life Sciences,3834,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,2.0,1.0,2.0,7.414982419127989,0.30678681096693305,3.79746835443038,237
21,0,Travel_Rarely,Research & Development,3,1,Life Sciences,3835,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,3.0,4.0,3.0,7.8922585034013615,0.30731562438240356,36.3265306122449,245
18,1,Travel_Frequently,Research & Development,3,5,Medical,3836,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0,2,3,2.0,4.0,4.0,8.430085106382977,0.30933518468098836,91.06382978723404,235
47,0,Travel_Rarely,Research & Development,25,4,Medical,3837,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,4.0,3.0,3.0,6.021607487922705,0.3038172217646065,0.0,230
39,0,Travel_Rarely,Sales,2,4,Life Sciences,3838,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7,3,3,3.0,3.0,3.0,6.903323917137477,0.3105354895502235,0.0,236
40,0,Travel_Rarely,Research & Development,22,1,Life Sciences,3839,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,1.0,3.0,3.0,7.585921237693389,0.3240362930554812,9.282700421940929,237
35,0,Non-Travel,Research & Development,29,3,Medical,3840,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,3.0,3.0,3.0,6.2403969957081555,0.28156378013268646,0.0,233
37,0,Travel_Rarely,Research & Development,29,4,Technical Degree,3841,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,3.0,3.0,2.0,8.004658469945356,0.310342423848367,51.229508196721305,244
39,0,Travel_Frequently,Research & Development,2,3,Technical Degree,3842,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,1.0,3.0,1.0,6.680691609977325,0.29028239872228695,0.0,245
45,0,Travel_Rarely,Research & Development,28,3,Life Sciences,3843,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,4.0,4.0,3.0,7.283664990421456,0.2908804996479052,0.0,232
38,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3844,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,4.0,3.0,4.0,9.603570089076419,0.30428454047550424,100.0,237
35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,3845,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,4.0,1.0,3.0,5.993160310734463,0.31935396319313836,0.0,236
37,0,Travel_Rarely,Research & Development,22,3,Life Sciences,3846,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,2.0,2.0,1.0,8.02535265700483,0.26941823873196113,52.60869565217391,230
40,0,Travel_Rarely,Research & Development,8,3,Technical Degree,3847,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,3.0,4.0,2.0,9.252811016144348,0.2914022354472755,100.0,234
44,0,Travel_Frequently,Sales,2,2,Marketing,3848,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,1.0,4.0,3.0,8.622644534778681,0.31161793077530126,98.78048780487805,246
48,0,Travel_Frequently,Sales,10,4,Marketing,3849,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,3.0,4.0,3.0,7.094894067796611,0.30036489090990776,0.0,236
35,1,Travel_Rarely,Research & Development,9,3,Life Sciences,3850,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,1.0,4.0,2.0,10.698062471184878,0.3095699235273136,100.0,241
24,0,Travel_Frequently,Research & Development,15,3,Life Sciences,3851,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,1.0,4.0,3.0,8.678833105646628,0.315656036960727,97.54098360655738,244
27,0,Travel_Rarely,Sales,10,4,Life Sciences,3852,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,2.0,3.0,3.0,7.206112263715998,0.3068417546815755,0.0,241
27,0,Travel_Frequently,Research & Development,7,3,Life Sciences,3853,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,4.0,4.0,2.0,6.40713601532567,0.30011716442968467,0.0,232
